;DAY_DATE;ISIN;TRADING_CURRENCY_CODE;SUM(NUMBER_OF_TRADES);SUM(TURNOVER_CHF)
1931548;2017-02-21;CH0012255151;CHF;6253;86212301.4
2548008;2017-02-22;CH0012255151;CHF;4051;52881396.9
3904454;2017-02-23;CH0012255151;CHF;3618;46022756.9
56921;2017-02-24;CH0012255151;CHF;5294;69544353.6
4446165;2017-02-27;CH0012255151;CHF;4941;65378762.1
1067657;2017-02-28;CH0012255151;CHF;6257;85339804.8
5284572;2017-03-01;CH0012255151;CHF;4815;61271819.3
2326622;2017-03-02;CH0012255151;CHF;3938;51173581.4
3609315;2017-03-03;CH0012255151;CHF;3651;44686519.3
2770497;2017-03-06;CH0012255151;CHF;3485;49062841.9
3953686;2017-03-07;CH0012255151;CHF;3402;42286556.9
2054598;2017-03-08;CH0012255151;CHF;3666;52048098.1
697427;2017-03-09;CH0012255151;CHF;3729;49138043.6
4989003;2017-03-10;CH0012255151;CHF;3280;41918997.2
2622370;2017-03-13;CH0012255151;CHF;3279;53914160.9
1338739;2017-03-14;CH0012255151;CHF;4957;71496270.9
5259946;2017-03-15;CH0012255151;CHF;3507;45500750.1
3929194;2017-03-16;CH0012255151;CHF;7046;99512447.4
3313392;2017-03-17;CH0012255151;CHF;4541;122912721.9
155747;2017-03-20;CH0012255151;CHF;3845;46480275.2
4939457;2017-03-21;CH0012255151;CHF;4735;72476402.2
1487493;2017-03-22;CH0012255151;CHF;4945;71296512.5
1462705;2017-03-23;CH0012255151;CHF;5275;81996848.5
2129015;2017-03-24;CH0012255151;CHF;3906;57959545.6
4077013;2017-03-27;CH0012255151;CHF;3731;50929153.6
5728473;2017-03-28;CH0012255151;CHF;4074;57395268.5
1907003;2017-03-29;CH0012255151;CHF;3271;48952145.4
5013541;2017-03-30;CH0012255151;CHF;3329;50256392.7
1610962;2017-03-31;CH0012255151;CHF;3980;67060510.2
1018237;2017-04-03;CH0012255151;CHF;5758;87705423.6
3830516;2017-04-04;CH0012255151;CHF;4368;71009763.8
4150969;2017-04-05;CH0012255151;CHF;4271;63933004.0
1437972;2017-04-06;CH0012255151;CHF;3313;46692457.8
3904596;2017-04-07;CH0012255151;CHF;3331;48692105.3
5877064;2017-04-10;CH0012255151;CHF;3330;47978449.6
747342;2017-04-11;CH0012255151;CHF;8954;151722498.1
993395;2017-04-12;CH0012255151;CHF;4900;82896052.3
5432701;2017-04-13;CH0012255151;CHF;4231;62502904.6
1610998;2017-04-18;CH0012255151;CHF;4853;82564228.2
1734578;2017-04-19;CH0012255151;CHF;5332;80683979.4
3806149;2017-04-20;CH0012255151;CHF;3875;58634792.4
1685460;2017-04-21;CH0012255151;CHF;3932;67795891.2
1240697;2017-04-24;CH0012255151;CHF;6313;117340736.3
328389;2017-04-25;CH0012255151;CHF;5506;95196857.2
549692;2017-04-26;CH0012255151;CHF;15068;250807615.2
2351487;2017-04-27;CH0012255151;CHF;9219;146408173.8
5038489;2017-04-28;CH0012255151;CHF;5836;97097254.8
1709961;2017-05-02;CH0012255151;CHF;4460;78573838.4
2647182;2017-05-03;CH0012255151;CHF;3563;58559389.2
4865861;2017-05-04;CH0012255151;CHF;4018;60971993.7
3189758;2017-05-05;CH0012255151;CHF;4849;91022458.1
5432759;2017-05-08;CH0012255151;CHF;5367;89645289.1
2351518;2017-05-09;CH0012255151;CHF;4302;71862267.1
3511043;2017-05-10;CH0012255151;CHF;6620;108910112.1
5629837;2017-05-11;CH0012255151;CHF;4727;77800817.4
6222539;2017-05-12;CH0012255151;CHF;14059;260669163.0
5679288;2017-05-15;CH0012255151;CHF;7017;111953326.6
4397148;2017-05-16;CH0012255151;CHF;4425;76099871.5
5728611;2017-05-17;CH0012255151;CHF;6740;117458612.4
3288916;2017-05-18;CH0012255151;CHF;6338;105605478.6
3412172;2017-05-19;CH0012255151;CHF;4605;85619590.0
2104456;2017-05-22;CH0012255151;CHF;3202;54138657.1
2770718;2017-05-23;CH0012255151;CHF;3587;64154768.3
2745937;2017-05-24;CH0012255151;CHF;4190;85578927.1
6269587;2017-05-26;CH0012255151;CHF;3811;66162246.9
3830645;2017-05-29;CH0012255151;CHF;2682;40027855.4
2622570;2017-05-30;CH0012255151;CHF;3487;58848940.6
1857809;2017-05-31;CH0012255151;CHF;4533;76759345.1
4718174;2017-06-01;CH0012255151;CHF;4613;65377723.0
3239445;2017-06-02;CH0012255151;CHF;3531;62020388.8
5629892;2017-06-06;CH0012255151;CHF;6064;98145846.5
525102;2017-06-07;CH0012255151;CHF;4328;70060355.6
3806269;2017-06-08;CH0012255151;CHF;6580;105346987.6
4915320;2017-06-09;CH0012255151;CHF;4364;64578429.9
4594207;2017-06-12;CH0012255151;CHF;2721;43837580.4
3830680;2017-06-13;CH0012255151;CHF;3781;57906996.5
5334284;2017-06-14;CH0012255151;CHF;3547;53169295.9
3412253;2017-06-15;CH0012255151;CHF;3191;52391283.6
4225131;2017-06-16;CH0012255151;CHF;4599;102971594.0
353071;2017-06-19;CH0012255151;CHF;4494;74950023.5
2450034;2017-06-20;CH0012255151;CHF;4297;62703834.5
1043213;2017-06-21;CH0012255151;CHF;4082;60431765.9
1833360;2017-06-22;CH0012255151;CHF;7071;105392643.9
2992202;2017-06-23;CH0012255151;CHF;2732;37673139.0
450993;2017-06-26;CH0012255151;CHF;3894;55909531.9
2202816;2017-06-27;CH0012255151;CHF;4759;75664905.8
4742945;2017-06-28;CH0012255151;CHF;4067;55049378.0
1931909;2017-06-29;CH0012255151;CHF;4335;68192848.4
3757303;2017-06-30;CH0012255151;CHF;3678;56459676.0
131218;2017-07-03;CH0012255151;CHF;3484;51977226.3
5506574;2017-07-04;CH0012255151;CHF;4069;65456428.0
4077264;2017-07-05;CH0012255151;CHF;4043;76256366.7
525162;2017-07-06;CH0012255151;CHF;5632;94153408.1
5038690;2017-07-07;CH0012255151;CHF;4757;75474597.9
4618850;2017-07-10;CH0012255151;CHF;2789;41350030.9
5186411;2017-07-11;CH0012255151;CHF;3523;59670381.9
1018497;2017-07-12;CH0012255151;CHF;3619;64010634.3
1240927;2017-07-13;CH0012255151;CHF;3428;59326662.9
3387431;2017-07-14;CH0012255151;CHF;2532;36448762.9
6099313;2017-07-17;CH0012255151;CHF;4148;68332255.8
4890491;2017-07-18;CH0012255151;CHF;4332;65863747.1
3560550;2017-07-19;CH0012255151;CHF;2916;41556697.7
1290161;2017-07-20;CH0012255151;CHF;4459;77014656.9
1536958;2017-07-21;CH0012255151;CHF;12329;225846280.9
2696633;2017-07-24;CH0012255151;CHF;4908;76205228.2
796954;2017-07-25;CH0012255151;CHF;4744;67853590.8
4520041;2017-07-26;CH0012255151;CHF;3802;53968133.4
3782011;2017-07-27;CH0012255151;CHF;5428;81795875.2
5383742;2017-07-28;CH0012255151;CHF;8018;120486276.3
3830819;2017-07-31;CH0012255151;CHF;3690;54847327.9
3904883;2017-08-02;CH0012255151;CHF;6367;98660575.2
1240964;2017-08-03;CH0012255151;CHF;4702;84273138.9
328658;2017-08-04;CH0012255151;CHF;4474;74940504.9
4890538;2017-08-07;CH0012255151;CHF;5244;85513671.2
3978790;2017-08-08;CH0012255151;CHF;5259;71979422.5
1784025;2017-08-09;CH0012255151;CHF;6589;105827973.2
1537002;2017-08-10;CH0012255151;CHF;6019;84363228.4
6173607;2017-08-11;CH0012255151;CHF;5399;74723412.0
648615;2017-08-14;CH0012255151;CHF;3004;47812520.9
6124017;2017-08-15;CH0012255151;CHF;3108;46813172.7
180827;2017-08-16;CH0012255151;CHF;2911;37331905.1
2622775;2017-08-17;CH0012255151;CHF;3702;47466882.0
328704;2017-08-18;CH0012255151;CHF;2999;40231711.3
1043374;2017-08-21;CH0012255151;CHF;3697;44554826.5
4594374;2017-08-22;CH0012255151;CHF;5868;89231458.7
5383811;2017-08-23;CH0012255151;CHF;3430;43643620.3
3116061;2017-08-24;CH0012255151;CHF;3055;42103013.7
5383815;2017-08-25;CH0012255151;CHF;3355;43592514.0
2005661;2017-08-28;CH0012255151;CHF;1904;27133306.7
1907379;2017-08-29;CH0012255151;CHF;3559;46067539.7
4348448;2017-08-30;CH0012255151;CHF;2896;40328309.3
3535843;2017-08-31;CH0012255151;CHF;4289;67089647.7
3659028;2017-09-01;CH0012255151;CHF;4310;60918121.4
5580887;2017-09-04;CH0012255151;CHF;3756;60346629.0
3708164;2017-09-05;CH0012255151;CHF;3129;44134027.0
4250003;2017-09-06;CH0012255151;CHF;4969;64260566.9
230218;2017-09-07;CH0012255151;CHF;4408;60925634.7
1166683;2017-09-08;CH0012255151;CHF;3672;46343400.5
5802880;2017-09-11;CH0012255151;CHF;4537;55700374.5
6242858;2017-09-12;CH0012255151;CHF;4109;50425090.7
1191759;2017-09-13;CH0012255151;CHF;12612;181666829.0
1980938;2017-09-14;CH0012255151;CHF;7860;108196445.6
6274044;2017-09-15;CH0012255151;CHF;9534;177171449.3
772334;2017-09-18;CH0012255151;CHF;4348;54554418.6
476105;2017-09-19;CH0012255151;CHF;4581;60370144.3
4544911;2017-09-20;CH0012255151;CHF;5020;66185125.5
4619054;2017-09-21;CH0012255151;CHF;5772;68710638.2
3214889;2017-09-22;CH0012255151;CHF;3887;61142592.7
4964864;2017-09-25;CH0012255151;CHF;3850;56683573.2
4299261;2017-09-26;CH0012255151;CHF;5417;75225812.4
4792500;2017-09-27;CH0012255151;CHF;4963;66626118.7
5951253;2017-09-28;CH0012255151;CHF;5598;79531876.8
525409;2017-09-29;CH0012255151;CHF;10440;173303078.2
3978941;2017-10-02;CH0012255151;CHF;4933;71491466.2
5827972;2017-10-03;CH0012255151;CHF;5956;69382663.6
4594480;2017-10-04;CH0012255151;CHF;5677;58841315.3
4151444;2017-10-05;CH0012255151;CHF;4671;69312021.9
697960;2017-10-06;CH0012255151;CHF;4957;70393739.9
5162021;2017-10-09;CH0012255151;CHF;3083;39352671.2
3239763;2017-10-10;CH0012255151;CHF;4201;53899033.9
3708275;2017-10-11;CH0012255151;CHF;3249;42544014.9
1735055;2017-10-12;CH0012255151;CHF;3769;52807876.1
106900;2017-10-13;CH0012255151;CHF;4067;60049086.6
1413652;2017-10-16;CH0012255151;CHF;6114;68124983.7
2302021;2017-10-17;CH0012255151;CHF;4591;61812208.1
1882791;2017-10-18;CH0012255151;CHF;4077;51597294.8
2771089;2017-10-19;CH0012255151;CHF;5189;68685019.9
2424792;2017-10-20;CH0012255151;CHF;3802;53301620.6
5015923;2017-10-23;CH0012255151;CHF;3991;48266352.4
5508607;2017-10-24;CH0012255151;CHF;3378;40015896.5
1489867;2017-10-25;CH0012255151;CHF;6224;89793049.9
2032258;2017-10-26;CH0012255151;CHF;5370;78606198.9
3068781;2017-10-27;CH0012255151;CHF;4901;69857470.3
256682;2017-10-30;CH0012255151;CHF;3931;54237359.2
2945343;2017-10-31;CH0012255151;CHF;4932;66986854.7
3980777;2017-11-01;CH0012255151;CHF;7031;91801132.9
4843595;2017-11-02;CH0012255151;CHF;4524;53769922.5
1341275;2017-11-03;CH0012255151;CHF;4450;59911973.9
1761529;2017-11-06;CH0012255151;CHF;11223;162178000.6
2329044;2017-11-07;CH0012255151;CHF;5872;79008116.8
3611851;2017-11-08;CH0012255151;CHF;7012;84355174.2
6150802;2017-11-09;CH0012255151;CHF;5687;80516032.2
2057161;2017-11-10;CH0012255151;CHF;7908;107978382.9
5533478;2017-11-13;CH0012255151;CHF;4875;74979400.5
5755533;2017-11-14;CH0012255151;CHF;5119;59676675.9
675332;2017-11-15;CH0012255151;CHF;9088;111948069.7
4054847;2017-11-16;CH0012255151;CHF;6514;87547165.7
799049;2017-11-17;CH0012255151;CHF;4233;71865874.4
5361106;2017-11-20;CH0012255151;CHF;9907;132053522.2
1885555;2017-11-21;CH0012255151;CHF;7988;96720854.4
3168283;2017-11-22;CH0012255151;CHF;5107;71981837.4
4351254;2017-11-23;CH0012255151;CHF;3453;41554218.5
4228273;2017-11-24;CH0012255151;CHF;4087;53215442.1
2181078;2017-11-27;CH0012255151;CHF;7256;110384626.5
6003463;2017-11-28;CH0012255151;CHF;6156;88576724.0
4203478;2017-11-29;CH0012255151;CHF;6588;87256126.5
5904848;2017-11-30;CH0012255151;CHF;5432;73812870.7
4721199;2017-12-01;CH0012255151;CHF;6392;90679147.7
6225634;2017-12-04;CH0012255151;CHF;5349;58213362.9
3143550;2017-12-05;CH0012255151;CHF;5906;81091810.6
2576336;2017-12-06;CH0012255151;CHF;5241;64287063.9
873464;2017-12-07;CH0012255151;CHF;3688;50299835.1
1589379;2017-12-08;CH0012255151;CHF;3423;48295562.3
2625732;2017-12-11;CH0012255151;CHF;9539;167289863.4
6240533;2017-12-12;CH0012255151;CHF;5656;80988417.3
5731695;2017-12-13;CH0012255151;CHF;5225;73587745.3
3292034;2017-12-14;CH0012255151;CHF;11544;183067054.4
6077607;2017-12-15;CH0012255151;CHF;6539;142850418.7
2798462;2017-12-18;CH0012255151;CHF;5345;68834867.9
972126;2017-12-19;CH0012255151;CHF;5096;60564041.1
4770668;2017-12-20;CH0012255151;CHF;4026;50604890.7
405230;2017-12-21;CH0012255151;CHF;5837;82640094.4
5880296;2017-12-22;CH0012255151;CHF;3475;35802433.7
405231;2017-12-27;CH0012255151;CHF;2809;33443213.2
5855643;2017-12-28;CH0012255151;CHF;2364;27456743.4
3563569;2017-12-29;CH0012255151;CHF;2712;28755670.3
2181087;2018-01-03;CH0012255151;CHF;6105;85531968.1
2132391;2018-01-04;CH0012255151;CHF;5996;73259474.3
3069708;2018-01-05;CH0012255151;CHF;5934;67710494.1
5954023;2018-01-08;CH0012255151;CHF;5135;82104786.1
676214;2018-01-09;CH0012255151;CHF;5426;75761874.6
6176507;2018-01-10;CH0012255151;CHF;4846;62549835.9
3661885;2018-01-11;CH0012255151;CHF;6836;68763351.9
2872193;2018-01-12;CH0012255151;CHF;3734;51964571.5
331672;2018-01-15;CH0012255151;CHF;2647;31245401.3
2823073;2018-01-16;CH0012255151;CHF;3019;42405997.3
2181091;2018-01-17;CH0012255151;CHF;5009;60017408.4
2107625;2018-01-18;CH0012255151;CHF;3344;45416372.6
3538699;2018-01-19;CH0012255151;CHF;3632;65247886.5
5041700;2018-01-22;CH0012255151;CHF;2531;30723257.9
2156740;2018-01-23;CH0012255151;CHF;4106;46357100.3
503748;2018-01-24;CH0012255151;CHF;3622;50207927.9
1737812;2018-01-25;CH0012255151;CHF;5226;69832964.5
1071011;2018-01-26;CH0012255151;CHF;5211;67262180.3
3489514;2018-01-29;CH0012255151;CHF;5194;62686527.8
1367175;2018-01-30;CH0012255151;CHF;19740;312838208.2
700817;2018-01-31;CH0012255151;CHF;16528;246491591.6
1169570;2018-02-01;CH0012255151;CHF;7577;93256816.5
1317755;2018-02-02;CH0012255151;CHF;6074;88883863.6
3514209;2018-02-05;CH0012255151;CHF;7365;101802996.8
306936;2018-02-06;CH0012255151;CHF;9769;148655721.3
4252883;2018-02-07;CH0012255151;CHF;6182;91118544.9
1194628;2018-02-08;CH0012255151;CHF;7387;107709247.8
5929715;2018-02-09;CH0012255151;CHF;7633;125304031.7
2452986;2018-02-12;CH0012255151;CHF;6514;81573312.1
3415293;2018-02-13;CH0012255151;CHF;5393;74946646.0
5657559;2018-02-14;CH0012255151;CHF;5987;86594823.0
2970699;2018-02-15;CH0012255151;CHF;6235;89945873.0
5534445;2018-02-16;CH0012255151;CHF;4527;85067571.4
2576343;2018-02-19;CH0012255151;CHF;4115;60823757.2
5534446;2018-02-20;CH0012255151;CHF;4456;63946630.1
1688598;2018-02-21;CH0012255151;CHF;4283;55335109.4
2872198;2018-02-22;CH0012255151;CHF;4789;59545202.9
5583847;2018-02-23;CH0012255151;CHF;3574;42661658.3
2675254;2018-02-26;CH0012255151;CHF;3186;38583507.2
1490792;2018-02-27;CH0012255151;CHF;6202;76070624.1
6077621;2018-02-28;CH0012255151;CHF;4665;58919057.8
4547781;2018-03-01;CH0012255151;CHF;7207;98101178.6
10848;2018-03-02;CH0012255151;CHF;5758;72156732.8
5312791;2018-03-05;CH0012255151;CHF;4118;57052975.7
85084;2018-03-06;CH0012255151;CHF;4651;57616163.4
5115729;2018-03-07;CH0012255151;CHF;4480;43698596.5
60391;2018-03-08;CH0012255151;CHF;3906;53906523.8
4326731;2018-03-09;CH0012255151;CHF;4547;60582348.1
2675259;2018-03-12;CH0012255151;CHF;3409;36728643.1
5485166;2018-03-13;CH0012255151;CHF;3937;46481958.6
4572739;2018-03-14;CH0012255151;CHF;4901;83452852.2
1367183;2018-03-15;CH0012255151;CHF;4701;70101899.0
1219475;2018-03-16;CH0012255151;CHF;4084;101283380.2
1145086;2018-03-19;CH0012255151;CHF;8206;101840333.0
3563577;2018-03-20;CH0012255151;CHF;5243;67643476.6
380676;2018-03-21;CH0012255151;CHF;4471;50398819.5
2181109;2018-03-22;CH0012255151;CHF;6479;76182468.5
4523083;2018-03-23;CH0012255151;CHF;4923;57523035.4
4351277;2018-03-26;CH0012255151;CHF;5010;62099102.9
1959264;2018-03-27;CH0012255151;CHF;5310;75116479.2
4621982;2018-03-28;CH0012255151;CHF;7747;109052255.9
5954040;2018-03-29;CH0012255151;CHF;5830;75498890.0
5855661;2018-04-03;CH0012255151;CHF;5602;61423882.1
3957003;2018-04-04;CH0012255151;CHF;7104;86307223.4
4671640;2018-04-05;CH0012255151;CHF;5992;96384613.6
4621984;2018-04-06;CH0012255151;CHF;5326;72770771.4
2454439;2018-04-09;CH0012255151;CHF;4121;53225707.1
5117160;2018-04-10;CH0012255151;CHF;6628;97904552.2
283589;2018-04-11;CH0012255151;CHF;4441;59591497.7
4007817;2018-04-12;CH0012255151;CHF;6144;108134778.8
652958;2018-04-13;CH0012255151;CHF;6976;115081233.5
5289366;2018-04-16;CH0012255151;CHF;4651;60690834.0
702207;2018-04-17;CH0012255151;CHF;5771;88732915.0
1911730;2018-04-18;CH0012255151;CHF;4966;70126840.0
1467580;2018-04-19;CH0012255151;CHF;5805;79144353.3
209803;2018-04-20;CH0012255151;CHF;5721;107375690.7
1985193;2018-04-23;CH0012255151;CHF;5977;83260060.6
1245317;2018-04-24;CH0012255151;CHF;7602;99365130.1
209805;2018-04-25;CH0012255151;CHF;6699;72469642.9
776667;2018-04-26;CH0012255151;CHF;5348;74126645.9
4155621;2018-04-27;CH0012255151;CHF;7157;100755419.0
5043167;2018-04-30;CH0012255151;CHF;5534;93191731.3
6128417;2018-05-02;CH0012255151;CHF;7127;99341991.1
4401632;2018-05-03;CH0012255151;CHF;6904;102045125.0
5043168;2018-05-04;CH0012255151;CHF;8915;112195507.0
2947556;2018-05-07;CH0012255151;CHF;4291;47853958.1
4401636;2018-05-08;CH0012255151;CHF;5998;71454366.6
3021693;2018-05-09;CH0012255151;CHF;5053;63528015.7
3441314;2018-05-11;CH0012255151;CHF;7065;92274547.0
2010043;2018-05-14;CH0012255151;CHF;4564;66723120.0
4697875;2018-05-15;CH0012255151;CHF;6222;102620025.3
2380571;2018-05-16;CH0012255151;CHF;6188;77882710.0
5931102;2018-05-17;CH0012255151;CHF;4790;56810912.3
3441315;2018-05-18;CH0012255151;CHF;9561;145764254.5
1862287;2018-05-22;CH0012255151;CHF;7322;109450375.9
1022985;2018-05-23;CH0012255151;CHF;7191;104367818.0
3614186;2018-05-24;CH0012255151;CHF;6542;83324325.8
1393240;2018-05-25;CH0012255151;CHF;6315;90429698.9
1319202;2018-05-28;CH0012255151;CHF;3328;53594551.4
1936395;2018-05-29;CH0012255151;CHF;6594;77549486.3
2281523;2018-05-30;CH0012255151;CHF;6607;77677664.9
5388079;2018-05-31;CH0012255151;CHF;5875;94853402.0
4155625;2018-06-01;CH0012255151;CHF;4933;77071928.6
3095695;2018-06-04;CH0012255151;CHF;3548;45199556.6
3712479;2018-06-05;CH0012255151;CHF;6102;93601672.0
3367162;2018-06-06;CH0012255151;CHF;5126;66179573.2
1097297;2018-06-07;CH0012255151;CHF;5571;85217856.2
5314225;2018-06-08;CH0012255151;CHF;6826;92801136.3
160443;2018-06-11;CH0012255151;CHF;4806;76829550.5
899673;2018-06-12;CH0012255151;CHF;5384;79333478.2
529653;2018-06-13;CH0012255151;CHF;6386;85188839.8
1022986;2018-06-14;CH0012255151;CHF;5686;75300930.9
2725753;2018-06-15;CH0012255151;CHF;5640;123569242.2
1665339;2018-06-18;CH0012255151;CHF;4338;52938922.7
751859;2018-06-19;CH0012255151;CHF;8970;130276245.6
3046427;2018-06-20;CH0012255151;CHF;8753;117800440.4
5609747;2018-06-21;CH0012255151;CHF;6417;99749798.8
3293478;2018-06-22;CH0012255151;CHF;4636;67527200.2
1936403;2018-06-25;CH0012255151;CHF;6333;90361863.3
3416662;2018-06-26;CH0012255151;CHF;5107;61081301.5
6227090;2018-06-27;CH0012255151;CHF;7437;94466947.3
2207264;2018-06-28;CH0012255151;CHF;5992;72419027.3
1022987;2018-06-29;CH0012255151;CHF;8250;121922315.0
5486582;2018-07-02;CH0012255151;CHF;5008;68422506.7
1121834;2018-07-03;CH0012255151;CHF;6166;77465864.0
6260459;2018-07-04;CH0012255151;CHF;3427;44723645.5
6227092;2018-07-05;CH0012255151;CHF;5142;71583292.6
3342759;2018-07-06;CH0012255151;CHF;4428;49677776.4
2898212;2018-07-09;CH0012255151;CHF;4499;63205714.6
5166167;2018-07-10;CH0012255151;CHF;4001;59820048.7
3663305;2018-07-11;CH0012255151;CHF;4311;70486984.1
3761730;2018-07-12;CH0012255151;CHF;3884;65360113.5
3909275;2018-07-13;CH0012255151;CHF;3033;43029299.8
2182544;2018-07-16;CH0012255151;CHF;2932;39828206.8
2528211;2018-07-17;CH0012255151;CHF;5746;85087708.6
5683983;2018-07-18;CH0012255151;CHF;12972;180918170.9
4303475;2018-07-19;CH0012255151;CHF;5415;80448532.5
5609750;2018-07-20;CH0012255151;CHF;6301;100025090.1
1022990;2018-07-23;CH0012255151;CHF;4474;62292032.8
1936407;2018-07-24;CH0012255151;CHF;5192;66181891.2
5437386;2018-07-25;CH0012255151;CHF;4319;53323591.4
554378;2018-07-26;CH0012255151;CHF;4935;70372184.3
6128425;2018-07-27;CH0012255151;CHF;5027;77454430.8
234493;2018-07-30;CH0012255151;CHF;6674;101241584.1
2849143;2018-07-31;CH0012255151;CHF;8883;127495282.9
949085;2018-08-02;CH0012255151;CHF;10112;146056405.7
3540137;2018-08-03;CH0012255151;CHF;5818;83219292.5
2676673;2018-08-06;CH0012255151;CHF;4182;54891582.7
1196041;2018-08-07;CH0012255151;CHF;4975;69593152.7
1245333;2018-08-08;CH0012255151;CHF;4308;56860301.4
5240112;2018-08-09;CH0012255151;CHF;3736;63048516.2
2479085;2018-08-10;CH0012255151;CHF;5078;75459616.1
3021708;2018-08-13;CH0012255151;CHF;7089;90387524.8
973552;2018-08-14;CH0012255151;CHF;4547;63774739.9
1245334;2018-08-15;CH0012255151;CHF;7413;107084066.8
160452;2018-08-16;CH0012255151;CHF;7301;102690876.1
160453;2018-08-17;CH0012255151;CHF;3811;49154066.0
5511141;2018-08-20;CH0012255151;CHF;4435;58019615.8
5437389;2018-08-21;CH0012255151;CHF;4259;60189520.8
86537;2018-08-22;CH0012255151;CHF;3986;52113867.1
5338705;2018-08-23;CH0012255151;CHF;3586;43210933.5
2380580;2018-08-24;CH0012255151;CHF;4883;61352547.6
505216;2018-08-27;CH0012255151;CHF;4386;56397038.3
2676676;2018-08-28;CH0012255151;CHF;5680;84830664.4
2479090;2018-08-29;CH0012255151;CHF;5126;72770728.5
3318113;2018-08-30;CH0012255151;CHF;7073;102691046.3
6103609;2018-08-31;CH0012255151;CHF;9838;142836870.5
5388090;2018-09-03;CH0012255151;CHF;8892;139724515.4
333041;2018-09-04;CH0012255151;CHF;8150;111265028.6
3810791;2018-09-05;CH0012255151;CHF;8607;122812030.9
5807167;2018-09-06;CH0012255151;CHF;8059;109487145.8
4598665;2018-09-07;CH0012255151;CHF;6240;81161431.9
6079032;2018-09-10;CH0012255151;CHF;6361;86734560.0
3712493;2018-09-11;CH0012255151;CHF;5586;74925182.9
4106469;2018-09-12;CH0012255151;CHF;6076;80707711.2
949092;2018-09-13;CH0012255151;CHF;6593;87187395.3
3441330;2018-09-14;CH0012255151;CHF;5248;68859773.3
4524507;2018-09-17;CH0012255151;CHF;5229;64906576.0
2182552;2018-09-18;CH0012255151;CHF;6884;88370663.8
5609757;2018-09-19;CH0012255151;CHF;5231;63563863.4
3244076;2018-09-20;CH0012255151;CHF;7735;101245290.7
1467600;2018-09-21;CH0012255151;CHF;7573;142500839.2
3983211;2018-09-24;CH0012255151;CHF;4103;58049795.8
5486590;2018-09-25;CH0012255151;CHF;5013;64618721.7
2479094;2018-09-26;CH0012255151;CHF;4481;54087976.5
6296054;2018-09-27;CH0012255151;CHF;3673;49668276.9
6004808;2018-09-28;CH0012255151;CHF;5430;73157045.8
1665353;2018-10-01;CH0012255151;CHF;4251;56355098.5
2627224;2018-10-02;CH0012255151;CHF;7403;104436765.3
2651826;2018-10-03;CH0012255151;CHF;3883;52362139.1
4524513;2018-10-04;CH0012255151;CHF;7729;119891821.6
61875;2018-10-05;CH0012255151;CHF;6864;76664031.6
5634464;2018-10-08;CH0012255151;CHF;6189;89851131.7
1097309;2018-10-09;CH0012255151;CHF;4732;67645088.6
973556;2018-10-10;CH0012255151;CHF;13420;199803763.3
6128434;2018-10-11;CH0012255151;CHF;12805;176109944.2
3638772;2018-10-12;CH0012255151;CHF;6665;83617607.7
2824500;2018-10-15;CH0012255151;CHF;6886;76657223.9
3933993;2018-10-16;CH0012255151;CHF;8643;106169588.4
3169668;2018-10-17;CH0012255151;CHF;5628;80425088.4
2380593;2018-10-18;CH0012255151;CHF;10432;138658835.7
1615741;2018-10-19;CH0012255151;CHF;8112;114653117.3
6227102;2018-10-22;CH0012255151;CHF;6698;87887906.8
4697899;2018-10-23;CH0012255151;CHF;9658;119259902.5
5807177;2018-10-24;CH0012255151;CHF;8058;93082605.7
4821350;2018-10-25;CH0012255151;CHF;8715;100536537.0
2306388;2018-10-26;CH0012255151;CHF;9093;116506964.3
6202546;2018-10-29;CH0012255151;CHF;8526;101270787.9
2701162;2018-10-30;CH0012255151;CHF;6674;74229424.5
4747506;2018-10-31;CH0012255151;CHF;10330;136930904.8
3490957;2018-11-01;CH0012255151;CHF;7530;115278782.3
3071216;2018-11-02;CH0012255151;CHF;11162;170433284.4
5659032;2018-11-05;CH0012255151;CHF;8210;108750595.1
5832206;2018-11-06;CH0012255151;CHF;7345;77146235.4
61880;2018-11-07;CH0012255151;CHF;6524;66981620.6
3810803;2018-11-08;CH0012255151;CHF;7767;104780441.5
4204932;2018-11-09;CH0012255151;CHF;14570;205898474.8
3219157;2018-11-12;CH0012255151;CHF;8011;90767669.6
603550;2018-11-13;CH0012255151;CHF;6039;83252322.4
3441333;2018-11-14;CH0012255151;CHF;5289;58609558.1
2429752;2018-11-15;CH0012255151;CHF;5765;78248621.2
1763831;2018-11-16;CH0012255151;CHF;6175;72918586.8
2676681;2018-11-19;CH0012255151;CHF;9640;146419549.6
4499926;2018-11-20;CH0012255151;CHF;9634;107985556.4
1343601;2018-11-21;CH0012255151;CHF;12037;143965548.7
37092;2018-11-22;CH0012255151;CHF;4698;55948050.4
258970;2018-11-23;CH0012255151;CHF;4838;56379604.4
4623477;2018-11-26;CH0012255151;CHF;6460;70021282.2
3638779;2018-11-27;CH0012255151;CHF;5505;56472954.9
5733162;2018-11-28;CH0012255151;CHF;6621;69682564.1
3638780;2018-11-29;CH0012255151;CHF;7403;80710373.1
4648383;2018-11-30;CH0012255151;CHF;6502;76848892.6
3515591;2018-12-03;CH0012255151;CHF;10689;163446558.2
1269873;2018-12-04;CH0012255151;CHF;6186;83100072.1
2429754;2018-12-05;CH0012255151;CHF;5043;69552666.3
